source_region,country,service_name,provider_name,provider_color,care_type,residential_places,address,state,suburb,postcode,organisation_type,remoteness,acpr,lga,county,metro_area,source_dataset,source_status,cms_certification_number,legal_business_name,chain_name,overall_rating,average_residents_per_day,latitude,longitude,funding_2024_25
Australia,Australia,Uniting Kari Court St Ives,The Uniting Church in Australia Property Trust (NSW),#d88d31,Residential,55,"251-257 Mona Vale Road, ST IVES, NSW, 2075",NSW,ST IVES,2075,Religious,Major Cities of Australia,Northern Sydney,Ku-ring-gai,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.7285779999999,151.164254,6504486.08
Australia,Australia,Avondale Heights Care Community,DPG Services Pty Ltd,#ccde4f,Residential,75,"57 Intervale Drive, AVONDALE HEIGHTS, VIC, 3034",VIC,AVONDALE HEIGHTS,3034,Private Incorporated Body,Major Cities of Australia,Western Metro,Moonee Valley,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.7527499999999,144.8539,8438444.31
Australia,Australia,Catholic Healthcare Villa Maria Centre,Catholic Healthcare Limited,#31a4d8,Residential,96,"13 Blackman Parade, UNANDERRA, NSW, 2526",NSW,UNANDERRA,2526,Charitable,Major Cities of Australia,Illawarra,Wollongong,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-34.4530189999999,150.842436999999,11301030.63
Australia,Australia,IRT Crown Gardens,Illawarra Retirement Trust,#de4f82,Residential,40,"1 Guy Lane, BATEMANS BAY, NSW, 2536",NSW,BATEMANS BAY,2536,Community Based,Inner Regional Australia,Southern Highlands,Eurobodalla,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-35.713332,150.175191,4791440.73
Australia,Australia,Uniting Starrett Lodge Hamlyn Terrace,The Uniting Church in Australia Property Trust (NSW),#d88d31,Residential,80,"35-45 Louisiana Road, HAMLYN TERRACE, NSW, 2259",NSW,HAMLYN TERRACE,2259,Religious,Major Cities of Australia,Central Coast,Central Coast (NSW),,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.254592,151.472742,9055472.32
Australia,Australia,Ozcare Malanda,Ozcare,#de4fb3,Residential,99,"Turnbull Road, MALANDA, QLD, 4885",QLD,MALANDA,4885,Charitable,Outer Regional Australia,Far North,Tablelands,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-17.35115,145.580751999999,8644707.23
Australia,Australia,Templestowe Views Care Community,DPG Services Pty Ltd,#ccde4f,Residential,78,"25 ASHFORD Street, TEMPLESTOWE LOWER, VIC, 3107",VIC,TEMPLESTOWE LOWER,3107,Private Incorporated Body,Major Cities of Australia,Eastern Metro,Manningham,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.7615669999999,145.120139999999,7939921.11
Australia,Australia,Highton Gardens Care Community,DPG Services Pty Ltd,#ccde4f,Residential,99,"209 South Valley Road, HIGHTON, VIC, 3216",VIC,HIGHTON,3216,Private Incorporated Body,Major Cities of Australia,Barwon-South Western,Greater Geelong,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-38.1940839999999,144.316311,9522312.5
Australia,Australia,Bupa Caulfield,Bupa Aged Care Australia Pty Ltd,#31b9d8,Residential,127,"349-351a North Road, CAULFIELD SOUTH, VIC, 3162",VIC,CAULFIELD SOUTH,3162,Private Incorporated Body,Major Cities of Australia,Southern Metro,Glen Eira,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.902234,145.028304999999,13442300.1
Australia,Australia,Bolton Clarke Montclaire,RSL Care RDNS Limited,#31d8b2,Residential,40,"18 Montclair Avenue, BRIGHTON, VIC, 3186",VIC,BRIGHTON,3186,Charitable,Major Cities of Australia,Southern Metro,Bayside (Vic.),,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.902394,145.003977999999,3871764.43
Australia,Australia,Edenfield Family Care - Yankalilla,El-Jasbella Ramsay Pty Ltd,#256dc1,Residential,63,"175 Main Road, YANKALILLA, SA, 5203",SA,YANKALILLA,5203,Private Incorporated Body,Inner Regional Australia,"Hills, Mallee & Southern",Yankalilla,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-35.455125,138.334747999999,6005503.97
Australia,Australia,Warrigal Care Queanbeyan,Warrigal Care Limited,#9c25c1,Residential,132,"111 Campbell Street, QUEANBEYAN, NSW, 2620",NSW,QUEANBEYAN,2620,Charitable,Major Cities of Australia,Southern Highlands,Queanbeyan-Palerang,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-35.356065,149.227728,14107991.79
Australia,Australia,Bupa Mosman,Bupa Aged Care Australia Pty Ltd,#31b9d8,Residential,64,"18 Bardwell Road, MOSMAN, NSW, 2088",NSW,MOSMAN,2088,Private Incorporated Body,Major Cities of Australia,Northern Sydney,Mosman,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.8239159999999,151.235423999999,6961069.1
Australia,Australia,Hugh Cunningham Gardens,RSL LifeCare Limited,#89c125,Residential,66,"2b Tura Beach Drive, TURA BEACH, NSW, 2548",NSW,TURA BEACH,2548,Community Based,Outer Regional Australia,Southern Highlands,Bega Valley,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-36.865802,149.918738999999,4851991.61
Australia,Australia,Montana Aged Care Facility,Fresh Fields Management (NSW) - No 1 Pty Ltd,#96de4f,Residential,64,"36-38 Harbour Street, MOSMAN, NSW, 2088",NSW,MOSMAN,2088,Private Incorporated Body,Major Cities of Australia,Northern Sydney,Mosman,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.8259079999999,151.238847999999,5778178.31
Australia,Australia,Calvary Barongarook Gardens,Calvary Aged Care Limited,#2570c1,Residential,60,"8-32 Murray Street, COLAC, VIC, 3250",VIC,COLAC,3250,Charitable,Inner Regional Australia,Barwon-South Western,Colac Otway,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-38.338768,143.594617,6152437.3
Australia,Australia,Keith and District Healthcare,Limestone Coast Local Health Network Incorporated,#4f92de,Residential,28,"35 Hill Avenue, KEITH, SA, 5267",SA,KEITH,5267,State Government,Outer Regional Australia,South East,Tatiara,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-36.0973729999999,140.345914999999,2926174.55
Australia,Australia,Calvary Viewhills Manor,Calvary Aged Care Limited,#2570c1,Residential,120,"55 Heatherton Road, ENDEAVOUR HILLS, VIC, 3802",VIC,ENDEAVOUR HILLS,3802,Charitable,Major Cities of Australia,Southern Metro,Casey,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.97529,145.276145,13744023.05
Australia,Australia,Thomas and Rosetta Agst Aged Care Facility,United Protestant Association of NSW Limited,#c12584,Residential,107,"1614-1634 Pacific Highway, WAHROONGA, NSW, 2076",NSW,WAHROONGA,2076,Charitable,Major Cities of Australia,Northern Sydney,Ku-ring-gai,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.720717,151.116602,5799333.99
Australia,Australia,St Vincent's Care Services Hawthorn,St Vincent's Care Services Ltd,#31d88a,Residential,91,"4 King Street, HAWTHORN EAST, VIC, 3123",VIC,HAWTHORN EAST,3123,Religious,Major Cities of Australia,Eastern Metro,Boroondara,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.831771,145.053847999999,10373467.64
Australia,Australia,Algester Lodge,The Renton Family Trust No. 1,#3925c1,Residential,145,"117 Dalmeny Street, ALGESTER, QLD, 4115",QLD,ALGESTER,4115,Private Incorporated Body,Major Cities of Australia,Brisbane South,Brisbane,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-27.607786,153.033017,16616065.96
Australia,Australia,Genista Aged Care Facility,Genista Nursing Home Pty Ltd,#84de4f,Residential,160,"185 Old Prospect Road, GREYSTANES, NSW, 2145",NSW,GREYSTANES,2145,Private Incorporated Body,Major Cities of Australia,Western Sydney,Cumberland,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.8184079999999,150.947739,9683538.21
Australia,Australia,UnitingSA Hawksbury Gardens Aged Care,UnitingSA Ltd,#31d88e,Residential,89,"8 Elmgrove Road, SALISBURY NORTH, SA, 5108",SA,SALISBURY NORTH,5108,Religious,Major Cities of Australia,Metropolitan North,Salisbury,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-34.7503699999999,138.622977999999,11147864.66
Australia,Australia,Uniting Salamander Bay,The Uniting Church in Australia Property Trust (NSW),#d88d31,Residential,60,"4 Muller Street, SALAMANDER BAY, NSW, 2317",NSW,SALAMANDER BAY,2317,Religious,Inner Regional Australia,Hunter,Port Stephens,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-32.7302499999999,152.08347,6837940.05
Australia,Australia,Bolton Clarke Villa Serena,RSL Care RDNS Limited,#31d8b2,Residential,111,"2 Easthill Drive, ROBINA, QLD, 4226",QLD,ROBINA,4226,Charitable,Major Cities of Australia,South Coast,Gold Coast,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-28.0803,153.380528999999,11058661.99
Australia,Australia,Surrey Hills Gardens Care Community,DPG Services Pty Ltd,#ccde4f,Residential,104,"9-17 Broughton Road, SURREY HILLS, VIC, 3127",VIC,SURREY HILLS,3127,Private Incorporated Body,Major Cities of Australia,Eastern Metro,Whitehorse,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.827812,145.104245999999,10422574.57
Australia,Australia,IRT Greenwell Gardens,Illawarra Retirement Trust,#de4f82,Residential,79,"4 Brereton Street, NOWRA, NSW, 2541",NSW,NOWRA,2541,Community Based,Inner Regional Australia,Illawarra,Shoalhaven,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-34.8699409999999,150.608815999999,9010307.66
Australia,Australia,Frank Prendergast House,Southern Cross Care (WA) Inc,#4fded6,Residential,73,"27 Pearson Drive, SUCCESS, WA, 6164",WA,SUCCESS,6164,Religious,Major Cities of Australia,Metropolitan South West,Cockburn,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-32.136617,115.858423999999,8927233.93
Australia,Australia,Clarence Estate Residential Health and Aged Care,Fresh Fields Aged Care Pty Ltd,#d831b5,Residential,89,"55 Hardie Road, SPENCER PARK, WA, 6330",WA,SPENCER PARK,6330,Private Incorporated Body,Outer Regional Australia,Great Southern,Albany,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-35.002954,117.901274,9394066.22
Australia,Australia,Peninsula Palms Retirement Village,Peninsula Palms Aged and Community Services Limited,#31d85d,Residential,65,"77 Morris Road, ROTHWELL, QLD, 4022",QLD,ROTHWELL,4022,Charitable,Major Cities of Australia,Cabool,Moreton Bay,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-27.2108209999999,153.059861,5232344.56
Australia,Australia,Lutheran Homes Group Glynde,Lutheran Homes Group Incorporated,#5dde4f,Residential,107,"24 Avenue Road, GLYNDE, SA, 5070",SA,GLYNDE,5070,Religious,Major Cities of Australia,Metropolitan East,Norwood Payneham and St Peters,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-34.8956919999999,138.648180999999,10327842.12
Australia,Australia,Glenroy Grove Care Community,DPG Services Pty Ltd,#ccde4f,Residential,90,"54 Box Forest Road, GLENROY, VIC, 3046",VIC,GLENROY,3046,Private Incorporated Body,Major Cities of Australia,Northern Metro,Merri-bek,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.70384,144.955342999999,10082228.33
Australia,Australia,Resthaven Craigmore,Resthaven Inc,#8225c1,Residential,93,"200-208 Adams Road, CRAIGMORE, SA, 5114",SA,CRAIGMORE,5114,Charitable,Major Cities of Australia,Metropolitan North,Playford,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-34.6905089999999,138.711676,10854506.51
Australia,Australia,Amana Living St George's Care Centre,Amana Living Incorporated,#c12585,Residential,79,"2 Essex Street, BAYSWATER, WA, 6053",WA,BAYSWATER,6053,Religious,Major Cities of Australia,Metropolitan East,Bayswater,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-31.915804,115.905742,9900571.45
Australia,Australia,Bupa Merrimac,Bupa Aged Care Australia Pty Ltd,#31b9d8,Residential,98,"3-5 Glenhaven Court, MERRIMAC, QLD, 4226",QLD,MERRIMAC,4226,Private Incorporated Body,Major Cities of Australia,South Coast,Gold Coast,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-28.0526659999999,153.370551,12195661.13
Australia,Australia,Bupa Bendigo,Bupa Aged Care Australia Pty Ltd,#31b9d8,Residential,152,"208 Holdsworth Road, BENDIGO, VIC, 3550",VIC,BENDIGO,3550,Private Incorporated Body,Inner Regional Australia,Loddon-Mallee,Greater Bendigo,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-36.7344,144.281122,18311399.0
Australia,Australia,Bellevue Care Centre,Burswood Care Pty Ltd,#de4f9a,Residential,99,"53 Linkwood Drive, FERNY HILLS, QLD, 4055",QLD,FERNY HILLS,4055,Private Incorporated Body,Major Cities of Australia,Cabool,Moreton Bay,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-27.386896,152.932454,9926659.82
Australia,Australia,Marco Polo Aged Care Facility,Illawarra Retirement Trust,#de4f82,Residential,167,"70 Waples Road, UNANDERRA, NSW, 2526",NSW,UNANDERRA,2526,Community Based,Major Cities of Australia,Illawarra,Wollongong,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-34.4558749999999,150.831088999999,9549070.83
Australia,Australia,Alexander Aged Care,Armenian Rest Home Association Ltd,#c12572,Residential,78,"16 Victor Road, BROOKVALE, NSW, 2100",NSW,BROOKVALE,2100,Community Based,Major Cities of Australia,Northern Sydney,Northern Beaches,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.7592969999999,151.277387,7095031.64
Australia,Australia,Glenview Community Services Inc.,Glenview Community Services Inc,#c12558,Residential,100,"2-10 Windsor Street, GLENORCHY, TAS, 7010",TAS,GLENORCHY,7010,Charitable,Inner Regional Australia,Southern,Glenorchy,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-42.835002,147.28165,11314965.2
Australia,Australia,Calvary Elanora,Calvary Aged Care Limited,#2570c1,Residential,142,"7 Mair Street, BRIGHTON, VIC, 3186",VIC,BRIGHTON,3186,Charitable,Major Cities of Australia,Southern Metro,Bayside (Vic.),,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.9295469999999,144.991906,14469462.77
Australia,Australia,Calvary Kelaston,Calvary Aged Care Limited,#2570c1,Residential,90,"2-4 Park Street, WENDOUREE, VIC, 3355",VIC,WENDOUREE,3355,Charitable,Inner Regional Australia,Grampians,Ballarat,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-37.5388889999999,143.825581,9821774.36
Australia,Australia,Wellington Views,Respect Group Limited,#4fde7b,Residential,80,"24 Stanfield Drive, OLD BEACH, TAS, 7017",TAS,OLD BEACH,7017,Charitable,Inner Regional Australia,Southern,Brighton,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-42.7605209999999,147.265004,8937687.85
Australia,Australia,St Ann's,Respect Group Limited,#4fde7b,Residential,123,"142 Davey Street, HOBART, TAS, 7000",TAS,HOBART,7000,Charitable,Inner Regional Australia,Southern,Hobart,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-42.8908959999999,147.322414,11971954.58
Australia,Australia,Regis Cranbourne,Regis Aged Care Pty Ltd,#d831c0,Residential,149,"18 Sherwood Road, JUNCTION VILLAGE, VIC, 3977",VIC,JUNCTION VILLAGE,3977,Private Incorporated Body,Major Cities of Australia,Southern Metro,Casey,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-38.1366739999999,145.292023,15989035.31
Australia,Australia,Southern Cross Care Kildare Residential Aged Care,Southern Cross Care (NSW & ACT) Limited,#d83156,Residential,25,"216 MAROUBRA Road, MAROUBRA, NSW, 2035",NSW,MAROUBRA,2035,Religious,Major Cities of Australia,South East Sydney,Randwick,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-33.941668,151.242908,3325073.3
Australia,Australia,Disability SA Northgate,Department of Human Services,#c12533,Residential,30,"78-96 Dumfries Avenue, NORTHGATE, SA, 5085",SA,NORTHGATE,5085,State Government,Major Cities of Australia,Metropolitan North,Port Adelaide Enfield,,,GEN Aged Care Service List: 30 June 2025,Official service list current as at 30 June 2025,,,,,,-34.854664,138.626808,3118217.67
