source_region,country,service_name,provider_name,provider_color,care_type,residential_places,address,state,suburb,postcode,organisation_type,remoteness,acpr,lga,county,metro_area,source_dataset,source_status,cms_certification_number,legal_business_name,chain_name,overall_rating,average_residents_per_day,latitude,longitude,funding_2024_25
California,United States,MONTCLAIR MANOR CARE CENTER,EVA CARE GROUP,#31a0d8,Nursing home,59,"5119 BANDERA STREET, MONTCLAIR, CA, 91763, USA",CA,MONTCLAIR,91763,For profit - Individual,Urban,,San Bernardino,San Bernardino,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055718,"MONTCLAIR MANOR CARE CENTER, LLC",EVA CARE GROUP,4,46.4,34.0651,-117.69,
California,United States,Ventura Post Acute,THE MANDELBAUM FAMILY,#3154d8,Nursing home,71,"4020 Loma Vista Road, Ventura, CA, 93003, USA",CA,Ventura,93003,For profit - Individual,Urban,,Ventura,Ventura,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055719,VENTURA POST ACUTE LLC,THE MANDELBAUM FAMILY,5,65.3,34.2778,-119.24,
California,United States,SANTA CLARITA POST-ACUTE CARE CENTER,ABRAHAM BAK & MENACHEM GASTWIRTH,#4cc125,Nursing home,99,"23801 NEWHALL AVENUE, NEWHALL, CA, 91321, USA",CA,NEWHALL,91321,For profit - Limited Liability company,Urban,,Los Angeles,Los Angeles,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055728,"NEWHALL AVENUE HEALTHCARE CENTER, LLC",ABRAHAM BAK & MENACHEM GASTWIRTH,1,93.8,34.372,-118.52,
California,United States,Valle Verde Health Facility,HUMANGOOD,#25c18f,Nursing home,80,"900 Calle De Los Amigos, Santa Barbara, CA, 93105, USA",CA,Santa Barbara,93105,Non profit - Corporation,Urban,,Santa Barbara,Santa Barbara,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055733,HUMANGOOD NORCAL,HUMANGOOD,5,57.0,34.4245,-119.75,
California,United States,UKIAH POST ACUTE,THE ENSIGN GROUP,#c1254c,Nursing home,57,"1349 SOUTH DORA ST., UKIAH, CA, 95482, USA",CA,UKIAH,95482,For profit - Limited Liability company,Non-urban,,Mendocino,Mendocino,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055734,ENSIGN PLEASANTON LLC,THE ENSIGN GROUP,2,45.9,39.1305,-123.21,
California,United States,DELTA OAKS POST ACUTE,WINDSOR,#c12549,Nursing home,128,"6940 PACIFIC AVENUE, STOCKTON, CA, 95207, USA",CA,STOCKTON,95207,For profit - Limited Liability company,Urban,,San Joaquin,San Joaquin,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055735,"WINDSOR ELMHAVEN CARE CENTER, LLC",WINDSOR,1,107.4,38.0128,-121.32,
California,United States,SUNNY HILLS POST ACUTE,DAVID JOHNSON,#c125bb,Nursing home,142,"12200 LA MIRADA BLVD., LA MIRADA, CA, 90638, USA",CA,LA MIRADA,90638,For profit - Limited Liability company,Urban,,Los Angeles,Los Angeles,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055737,LA MIRADA POST ACUTE LLC,DAVID JOHNSON,2,130.4,33.9188,-118.01,
California,United States,SALINAS VALLEY POST ACUTE,PACS GROUP,#d6de4f,Nursing home,99,"637 EAST ROMIE LANE, SALINAS, CA, 93901, USA",CA,SALINAS,93901,For profit - Limited Liability company,Urban,,Monterey,Monterey,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055739,SALINAS COMMUNITY HEALTHCARE LLC,PACS GROUP,2,93.7,36.6594,-121.64,
California,United States,HARBOR VILLA CARE CENTER,CAMBRIDGE HEALTHCARE SERVICES,#d83151,Nursing home,99,"861 S. HARBOR BLVD, ANAHEIM, CA, 92805, USA",CA,ANAHEIM,92805,For profit - Limited Liability company,Urban,,Orange,Orange,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055742,CASA PACIFICA NURSING CENTER LLC,CAMBRIDGE HEALTHCARE SERVICES,1,89.1,33.8234,-117.92,
California,United States,ATLANTIC MEMORIAL HEALTHCARE CENTER,THE ENSIGN GROUP,#c1254c,Nursing home,104,"2750 ATLANTIC AVENUE, LONG BEACH, CA, 90806, USA",CA,LONG BEACH,90806,For profit - Corporation,Urban,,Los Angeles,Los Angeles,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055744,"ATLANTIC MEMORIAL HEALTHCARE ASSOCIATES, INC.",THE ENSIGN GROUP,5,87.7,33.8067,-118.19,
California,United States,SUNSET PARK HEALTHCARE,ABRAHAM BAK & MENACHEM GASTWIRTH,#4cc125,Nursing home,44,"2250 29TH STREET, SANTA MONICA, CA, 90405, USA",CA,SANTA MONICA,90405,For profit - Limited Liability company,Urban,,Los Angeles,Los Angeles,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055748,"SUNSET PARK HEALTHCARE, LLC",ABRAHAM BAK & MENACHEM GASTWIRTH,2,42.3,34.0242,-118.46,
San Francisco Bay Area,United States,WESTWOOD POST ACUTE,LINKS HEALTHCARE GROUP,#31d844,Nursing home,258,"1601 PETERSEN AVENUE, SAN JOSE, CA, 95129, USA",CA,SAN JOSE,95129,For profit - Limited Liability company,Urban,,Santa Clara,Santa Clara,San Francisco Bay Area,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055750,GLACIER BAY HOLDINGS LLC,LINKS HEALTHCARE GROUP,2,248.7,37.2952,-122.0,
California,United States,LONGWOOD MANOR CONV.HOSPITAL,LONGWOOD MANAGEMENT CORPORATION,#de654f,Nursing home,198,"4853 W. WASHINGTON BL., LOS ANGELES, CA, 90016, USA",CA,LOS ANGELES,90016,For profit - Corporation,Urban,,Los Angeles,Los Angeles,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055753,LONGWOOD ENTERPRISES LLC,LONGWOOD MANAGEMENT CORPORATION,1,181.8,34.0399,-118.35,
California,United States,SHARON CARE CENTER,GENESIS HEALTHCARE,#d8319f,Nursing home,86,"8167 WEST THIRD ST., LOS ANGELES, CA, 90048, USA",CA,LOS ANGELES,90048,For profit - Limited Liability company,Urban,,Los Angeles,Los Angeles,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055755,SHARON CARE CENTER LLC,GENESIS HEALTHCARE,1,79.4,34.0723,-118.37,
San Francisco Bay Area,United States,CLOVERDALE HEALTHCARE CENTER,THE ENSIGN GROUP,#c1254c,Nursing home,72,"300 CHERRY CREEK RD, CLOVERDALE, CA, 95425, USA",CA,CLOVERDALE,95425,For profit - Limited Liability company,Urban,,Sonoma,Sonoma,San Francisco Bay Area,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055756,ENSIGN CLOVERDALE LLC,THE ENSIGN GROUP,5,54.9,38.7948,-123.02,
California,United States,COTTAGE CREST POST ACUTE,DAVID JOHNSON,#c125bb,Nursing home,59,"12350 ROSECRANS, NORWALK, CA, 90650, USA",CA,NORWALK,90650,For profit - Limited Liability company,Urban,,Los Angeles,Los Angeles,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055758,NORWALK POST ACUTE LLC,DAVID JOHNSON,1,54.8,33.9022,-118.07,
California,United States,"ALHAMBRA HEALTHCARE & WELLNESS CENTRE, LP",ALHAMBRA HEALTHCARE & WELLNESS CENTRE LP,#25c19a,Nursing home,97,"415 SOUTH GARFIELD, ALHAMBRA, CA, 91801, USA",CA,ALHAMBRA,91801,For profit - Limited Liability company,Urban,,Los Angeles,Los Angeles,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055760,ALHAMBRA HEALTHCARE & WELLNESS CENTRE LP,,2,93.5,34.091,-118.12,
California,United States,ENCINITAS NURSING AND REHABILITATION CENTER,COVENANT CARE,#4fdea7,Nursing home,99,"900 SANTA FE DRIVE, ENCINITAS, CA, 92024, USA",CA,ENCINITAS,92024,For profit - Corporation,Urban,,San Diego,San Diego,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055761,"COVENANT CARE ENCINITAS, LLC",COVENANT CARE,4,92.2,33.0363,-117.27,
California,United States,WHITTIER PACIFIC CARE CENTER,LONGWOOD MANAGEMENT CORPORATION,#de654f,Nursing home,105,"7716 S PICKERING AVENUE, WHITTIER, CA, 90602, USA",CA,WHITTIER,90602,For profit - Corporation,Urban,,Los Angeles,Los Angeles,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055764,SHEA HEALTHCARE CENTER LLC,LONGWOOD MANAGEMENT CORPORATION,2,98.5,33.9713,-118.04,
San Francisco Bay Area,United States,"ORINDA CARE CENTER, LLC",CRYSTAL SOLORZANO,#de604f,Nursing home,47,"11 ALTARINDA ROAD, ORINDA, CA, 94563, USA",CA,ORINDA,94563,For profit - Limited Liability company,Urban,,Contra Costa,Contra Costa,San Francisco Bay Area,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055775,ORINDA CARE CENTER LLC,CRYSTAL SOLORZANO,2,46.3,37.8924,-122.17,
California,United States,WESTVIEW HEALTHCARE CENTER,PACS GROUP,#d6de4f,Nursing home,205,"12225 SHALE RIDGE LANE, AUBURN, CA, 95602, USA",CA,AUBURN,95602,For profit - Limited Liability company,Urban,,Placer,Placer,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055776,"KERRIA HOLDINGS, LLC",PACS GROUP,3,167.5,38.953,-121.1,
California,United States,BRIGHTON PLACE SAN DIEGO,PACIFIC HEALTHCARE HOLDINGS,#de684f,Nursing home,99,"1350 N. EUCLID AVENUE, SAN DIEGO, CA, 92105, USA",CA,SAN DIEGO,92105,For profit - Limited Liability company,Urban,,San Diego,San Diego,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055795,"B-SAN DIEGO, LLC",PACIFIC HEALTHCARE HOLDINGS,1,97.2,32.7193,-117.08,
San Francisco Bay Area,United States,GILROY HEALTHCARE CENTER,COVENANT CARE,#4fdea7,Nursing home,134,"8170 MURRAY AVENUE, GILROY, CA, 95020, USA",CA,GILROY,95020,For profit - Limited Liability company,Urban,,Santa Clara,Santa Clara,San Francisco Bay Area,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055797,"COVENANT CARE CALIFORNIA, LLC",COVENANT CARE,2,131.4,37.0186,-121.57,
San Francisco Bay Area,United States,VASONA CREEK HEALTHCARE CENTER,PACS GROUP,#d6de4f,Nursing home,148,"16412 LOS GATOS BOULEVARD, LOS GATOS, CA, 95032, USA",CA,LOS GATOS,95032,For profit - Limited Liability company,Urban,,Santa Clara,Santa Clara,San Francisco Bay Area,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055798,"GOLDEN OAK HOLDINGS, LLC",PACS GROUP,3,144.0,37.2296,-121.97,
California,United States,VINEYARD CARE CENTER,BAYSHIRE SENIOR COMMUNITIES,#de4fbe,Nursing home,56,"1090 EAST DINUBA AVENUE, REEDLEY, CA, 93654, USA",CA,REEDLEY,93654,For profit - Limited Liability company,Urban,,Fresno,Fresno,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055799,REEDLEY SKILLED CARE LLC,BAYSHIRE SENIOR COMMUNITIES,4,49.1,36.5897,-119.44,
San Francisco Bay Area,United States,STONEBROOK HEALTH AND REHABILITATION,ASPEN SKILLED HEALTHCARE,#de4f66,Nursing home,73,"350 DE SOTO DRIVE, LOS GATOS, CA, 95032, USA",CA,LOS GATOS,95032,For profit - Limited Liability company,Urban,,Santa Clara,Santa Clara,San Francisco Bay Area,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055800,"ALGD, LLC",ASPEN SKILLED HEALTHCARE,5,66.4,37.2453,-121.95,
California,United States,VILLA LAS PALMAS HEALTHCARE CENTER,PACS GROUP,#d6de4f,Nursing home,151,"622 SOUTH ANZA STREET, EL CAJON, CA, 92020, USA",CA,EL CAJON,92020,For profit - Corporation,Urban,,San Diego,San Diego,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055806,JEFFREY PINE HOLDINGS LLC,PACS GROUP,2,142.4,32.7894,-116.95,
California,United States,SHASTA HEALTHCARE,DAKAVIA,#d83178,Nursing home,59,"445 PARK STREET, WEED, CA, 96094, USA",CA,WEED,96094,For profit - Corporation,Non-urban,,Siskiyou,Siskiyou,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055807,SHASTA VIEW ESTATES INC,DAKAVIA,3,32.2,41.4264,-122.39,
San Francisco Bay Area,United States,ST ANTHONY CARE CENTER,ST ANTHONY SERENETHOS SNF LLC,#c1bf25,Nursing home,30,"553 SMALLEY AVENUE, HAYWARD, CA, 94541, USA",CA,HAYWARD,94541,For profit - Partnership,Urban,,Alameda,Alameda,San Francisco Bay Area,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055809,ST ANTHONY SERENETHOS SNF LLC,,5,26.5,37.6714,-122.09,
California,United States,CHAPMAN CARE CENTER,THE MANDELBAUM FAMILY,#3154d8,Nursing home,99,"12232 CHAPMAN AVE, GARDEN GROVE, CA, 92840, USA",CA,GARDEN GROVE,92840,For profit - Limited Liability company,Urban,,Orange,Orange,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055816,"12232 CHAPMAN AVE, INC.",THE MANDELBAUM FAMILY,5,91.6,33.7888,-117.92,
California,United States,MONTE VISTA HEALTHCARE CENTER,CAMBRIDGE HEALTHCARE SERVICES,#d83151,Nursing home,69,"802 BUENA VISTA STREET, DUARTE, CA, 91010, USA",CA,DUARTE,91010,For profit - Corporation,Urban,,Los Angeles,Los Angeles,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055817,"BVCV OPERATING COMPANY, LLC",CAMBRIDGE HEALTHCARE SERVICES,2,59.3,34.1432,-117.98,
California,United States,ROYAL GARDENS HEALTHCARE,SERRANO GROUP,#be25c1,Nursing home,43,"2339 W. VALLEY BLVD., ALHAMBRA, CA, 91803, USA",CA,ALHAMBRA,91803,For profit - Individual,Urban,,Los Angeles,Los Angeles,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055818,ROYAL GARDENS HEALTHCARE LLC,SERRANO GROUP,2,39.6,34.0771,-118.15,
California,United States,Valley Oaks Post Acute,"VALLEY OAKS POST ACUTE, LLC",#25c127,Nursing home,59,"830 East Chapel Street, Santa Maria, CA, 93454, USA",CA,Santa Maria,93454,For profit - Limited Liability company,Urban,,Santa Barbara,Santa Barbara,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055826,"VALLEY OAKS POST ACUTE, LLC",,3,51.3,34.9543,-120.42,
California,United States,Villa Maria Post Acute,THE ENSIGN GROUP,#c1254c,Nursing home,81,"425 East Barcellus Avenue, Santa Maria, CA, 93454, USA",CA,Santa Maria,93454,For profit - Limited Liability company,Urban,,Santa Barbara,Santa Barbara,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055830,"SANTA MARIA HEALTHCARE, INC.",THE ENSIGN GROUP,5,76.1,34.9571,-120.43,
California,United States,"FULTON GARDENS POST ACUTE, LLC","ABBY GL, LLC",#c1ad25,Nursing home,116,"537 E. FULTON STREET, STOCKTON, CA, 95204, USA",CA,STOCKTON,95204,For profit - Corporation,Urban,,San Joaquin,San Joaquin,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055833,"FULTON GARDENS POST ACUTE, LLC","ABBY GL, LLC",2,108.2,37.9846,-121.29,
California,United States,SAN LUIS CARE CENTER,AVALON HEALTH CARE,#de4fd0,Nursing home,71,"709 N STREET, NEWMAN, CA, 95360, USA",CA,NEWMAN,95360,For profit - Limited Liability company,Urban,,Stanislaus,Stanislaus,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055839,AVALON CARE CENTER-NEWMAN LLC,AVALON HEALTH CARE,3,63.1,37.3226,-121.02,
California,United States,LEISURE GLEN POST ACUTE CARE CENTER,ABRAHAM BAK & MENACHEM GASTWIRTH,#4cc125,Nursing home,108,"330 MISSION ROAD, GLENDALE, CA, 91205, USA",CA,GLENDALE,91205,For profit - Limited Liability company,Urban,,Los Angeles,Los Angeles,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055845,"LEISURE HEALTHCARE, LLC",ABRAHAM BAK & MENACHEM GASTWIRTH,4,116.7,34.1271,-118.25,
California,United States,THE TERRACES AT SAN JOAQUIN GARDENS VILLAGE,HUMANGOOD,#25c18f,Nursing home,54,"5551 N. FRESNO ST, FRESNO, CA, 93710, USA",CA,FRESNO,93710,Non profit - Corporation,Urban,,Fresno,Fresno,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055846,HUMANGOOD FRESNO,HUMANGOOD,5,45.8,36.8185,-119.78,
San Francisco Bay Area,United States,VICTORIAN POST ACUTE,PACS GROUP,#d6de4f,Nursing home,90,"2121 PINE STREET, SAN FRANCISCO, CA, 94115, USA",CA,SAN FRANCISCO,94115,For profit - Corporation,Urban,,San Francisco,San Francisco,San Francisco Bay Area,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055848,GOLDEN GATEIDENCE OPCO LLC,PACS GROUP,5,87.3,37.7883,-122.43,
California,United States,MODESTO POST ACUTE CENTER,CAMBRIDGE HEALTHCARE SERVICES,#d83151,Nursing home,99,"159 E. ORANGEBURG AVENUE, MODESTO, CA, 95350, USA",CA,MODESTO,95350,For profit - Corporation,Urban,,Stanislaus,Stanislaus,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055849,"CF MODESTO, LLC",CAMBRIDGE HEALTHCARE SERVICES,5,93.0,37.6637,-120.99,
San Francisco Bay Area,United States,PINE RIDGE CARE CENTER,MARINER HEALTH CARE,#25c17e,Nursing home,101,"45 PROFESSIONAL CENTER PKWY, SAN RAFAEL, CA, 94903, USA",CA,SAN RAFAEL,94903,For profit - Partnership,Urban,,Marin,Marin,San Francisco Bay Area,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055850,SAN RAFAEL OPERATING COMPANY LP,MARINER HEALTH CARE,4,84.8,38.0111,-122.54,
California,United States,REDWOOD COVE HEALTHCARE CENTER,PACS GROUP,#d6de4f,Nursing home,68,"1162 S DORA ST., UKIAH, CA, 95482, USA",CA,UKIAH,95482,For profit - Partnership,Non-urban,,Mendocino,Mendocino,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055853,"NIGHTSHADE HOLDINGS, LLC",PACS GROUP,3,63.4,39.1354,-123.21,
San Francisco Bay Area,United States,SANTA ROSA POST ACUTE,PACS GROUP,#d6de4f,Nursing home,99,"4650 HOEN AVENUE, SANTA ROSA, CA, 95405, USA",CA,SANTA ROSA,95405,For profit - Limited Liability company,Urban,,Sonoma,Sonoma,San Francisco Bay Area,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055854,SANTA ROSAIDENCE OPCO LLC,PACS GROUP,3,95.3,38.4416,-122.67,
California,United States,ARDEN PARK POST ACUTE,PACS GROUP,#d6de4f,Nursing home,177,"3400 ALTA ARDEN EXPRESSWAY, SACRAMENTO, CA, 95825, USA",CA,SACRAMENTO,95825,For profit - Limited Liability company,Urban,,Sacramento,Sacramento,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055855,"ARDEN GLEN HEALTHCARE, LLC",PACS GROUP,3,148.8,38.5989,-121.38,
California,United States,HIGH VALLEY LODGE,PRN CONVALESCENT HOSPITAL INC,#3dc125,Nursing home,50,"7912 TOPLEY LANE, SUNLAND, CA, 91040, USA",CA,SUNLAND,91040,For profit - Corporation,Urban,,Los Angeles,Los Angeles,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055856,PRN CONVALESCENT HOSPITAL INC,,5,48.4,34.2553,-118.32,
California,United States,RANCHO SECO CARE CENTER,AJC HEALTHCARE,#31a7d8,Nursing home,99,"144 F STREET, GALT, CA, 95632, USA",CA,GALT,95632,For profit - Individual,Urban,,Sacramento,Sacramento,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055858,RANCHO SECO CARE CENTER LLC,AJC HEALTHCARE,,93.9,38.2482,-121.31,
California,United States,Ojai Health & Rehabilitation,PACS GROUP,#d6de4f,Nursing home,74,"601 North Montgomery Street, Ojai, CA, 93023, USA",CA,Ojai,93023,For profit - Limited Liability company,Urban,,Ventura,Ventura,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055861,OJAI HEALTHIDENCE OPCO LLC,PACS GROUP,3,68.2,34.4527,-119.24,
California,United States,GOLDEN ROSE CARE CENTER,"RG LEGACY I, LLC",#c12576,Nursing home,99,"1899 N RAYMOND AVE, PASADENA, CA, 91103, USA",CA,PASADENA,91103,For profit - Corporation,Urban,,Los Angeles,Los Angeles,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055862,"RG LEGACY I, LLC",,1,85.3,34.1786,-118.15,
San Francisco Bay Area,United States,PLUM TREE CARE CENTER,GENERATIONS HEALTHCARE,#25b9c1,Nursing home,76,"2580 SAMARITAN DRIVE, SAN JOSE, CA, 95124, USA",CA,SAN JOSE,95124,For profit - Limited Liability company,Urban,,Santa Clara,Santa Clara,San Francisco Bay Area,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055866,"GHC OF LOS GATOS, LLC",GENERATIONS HEALTHCARE,5,67.8,37.253,-121.95,
California,United States,VALLEY SKILLED NURSING CENTER,KALESTA HEALTHCARE GROUP,#de4fda,Nursing home,70,"515 EAST ORANGEBURG AVENUE, MODESTO, CA, 95350, USA",CA,MODESTO,95350,For profit - Limited Liability company,Urban,,Stanislaus,Stanislaus,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055869,HAMOA LLC,KALESTA HEALTHCARE GROUP,3,49.8,37.6636,-120.99,
California,United States,SUNRAY HEALTHCARE CENTER,CAMBRIDGE HEALTHCARE SERVICES,#d83151,Nursing home,99,"3210 W PICO BLVD, LOS ANGELES, CA, 90019, USA",CA,LOS ANGELES,90019,For profit - Limited Liability company,Urban,,Los Angeles,Los Angeles,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055870,KF SUNRAY LLC,CAMBRIDGE HEALTHCARE SERVICES,,83.6,34.0472,-118.31,
California,United States,WINDSOR SKYLINE CARE CENTER,WINDSOR,#c12549,Nursing home,80,"348 IRIS DRIVE, SALINAS, CA, 93906, USA",CA,SALINAS,93906,For profit - Corporation,Urban,,Monterey,Monterey,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055871,"WINDSOR SKYLINE CARE CENTER, LLC",WINDSOR,3,70.5,36.6935,-121.66,
California,United States,Citrus Nursing Center,DAVID JOHNSON,#c125bb,Nursing home,99,"9440 Citrus Ave, Fontana, CA, 92335, USA",CA,Fontana,92335,For profit - Corporation,Urban,,San Bernardino,San Bernardino,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055872,CITRUS NURSING CENTER,DAVID JOHNSON,5,91.1,34.0823,-117.45,
California,United States,COMMUNITY CARE CENTER,LINKS HEALTHCARE GROUP,#31d844,Nursing home,119,"8665 LA MESA BLVD., LA MESA, CA, 91942, USA",CA,LA MESA,91942,For profit - Limited Liability company,Urban,,San Diego,San Diego,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055873,TORREY PINES HOLDINGS LLC,LINKS HEALTHCARE GROUP,4,105.1,32.7696,-117.01,
San Francisco Bay Area,United States,HAYWARD HEALTHCARE & WELLNESS CENTER,SOL HEALTHCARE,#c1ab25,Nursing home,99,"1805 WEST STREET, HAYWARD, CA, 94545, USA",CA,HAYWARD,94545,For profit - Individual,Urban,,Alameda,Alameda,San Francisco Bay Area,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055874,HAYWARD HEALTHCARE & WELLNESS CENTER LLC,SOL HEALTHCARE,2,88.5,37.6447,-122.12,
San Francisco Bay Area,United States,"PRINCETON MANOR HEALTHCARE CENTER, LLC",PRINCETON MANOR HEALTHCARE CENTER LLC,#de4f8f,Nursing home,82,"2124 57TH AVENUE, OAKLAND, CA, 94621, USA",CA,OAKLAND,94621,For profit - Limited Liability company,Urban,,Alameda,Alameda,San Francisco Bay Area,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055876,PRINCETON MANOR HEALTHCARE CENTER LLC,,2,79.9,37.7701,-122.2,
San Francisco Bay Area,United States,CREEKSIDE POST-ACUTE,LINKS HEALTHCARE GROUP,#31d844,Nursing home,130,"3580 PAYNE AVENUE, SAN JOSE, CA, 95117, USA",CA,SAN JOSE,95117,For profit - Limited Liability company,Urban,,Santa Clara,Santa Clara,San Francisco Bay Area,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055884,NEWPORT BEACH HOLDINGS LLC,LINKS HEALTHCARE GROUP,4,124.9,37.3013,-121.96,
San Francisco Bay Area,United States,Country Drive Post Acute,WINDSOR,#c12549,Nursing home,126,"2500 COUNTRY DRIVE, FREMONT, CA, 94536, USA",CA,FREMONT,94536,For profit - Limited Liability company,Urban,,Alameda,Alameda,San Francisco Bay Area,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055885,"WINDSOR COUNTRY DRIVE CARE CENTER, LLC",WINDSOR,3,112.0,37.5578,-121.98,
California,United States,ROSEVILLE CARE CENTER,PACS GROUP,#d6de4f,Nursing home,210,"1161 CIRBY WAY, ROSEVILLE, CA, 95661, USA",CA,ROSEVILLE,95661,For profit - Limited Liability company,Urban,,Placer,Placer,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055886,"CROCUS HOLDINGS, LLC",PACS GROUP,3,173.5,38.7295,-121.27,
California,United States,RIVER BEND NURSING CENTER,"BVHC, LLC",#3c31d8,Nursing home,99,"2215 OAKMONT WAY, WEST SACRAMENTO, CA, 95691, USA",CA,WEST SACRAMENTO,95691,For profit - Limited Liability company,Urban,,Yolo,Yolo,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055887,"RIVER BEND HOLDINGS, LLC","BVHC, LLC",3,89.6,38.5763,-121.54,
California,United States,HUNTINGTON VALLEY HEALTHCARE CENTER,PACS GROUP,#d6de4f,Nursing home,144,"8382 NEWMAN AVENUE, HUNTINGTON BEACH, CA, 92647, USA",CA,HUNTINGTON BEACH,92647,For profit - Limited Liability company,Urban,,Orange,Orange,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055888,DOUGLAS FIR HOLDINGS LLC,PACS GROUP,1,125.1,33.7048,-117.98,
California,United States,MAGNOLIA POST ACUTE CARE,THE ENSIGN GROUP,#c1254c,Nursing home,99,"635 S MAGNOLIA AVE, EL CAJON, CA, 92020, USA",CA,EL CAJON,92020,For profit - Corporation,Urban,,San Diego,San Diego,,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055890,JEFFERSON HEALTHCARE LLC,THE ENSIGN GROUP,3,94.2,32.7882,-116.96,
San Francisco Bay Area,United States,BERKELEY PINES SKILLED NURSING CENTER,BERKELEY PINES SKILLED NURSING GROUP INC,#c125be,Nursing home,36,"2223 ASHBY AVENUE, BERKELEY, CA, 94705, USA",CA,BERKELEY,94705,For profit - Corporation,Urban,,Alameda,Alameda,San Francisco Bay Area,CMS Provider Information: April 2026,CMS describes this dataset as currently active nursing homes,055892,BERKELEY PINES SKILLED NURSING GROUP INC,,1,36.3,37.8559,-122.26,
